Group,Catagory,Code,Long Description,Short Description
"[""HCPCS 'A' Codes (702)""]","Transportation Services Including Ambulance, Medical & Surgical Supplies",A9539,"Technetium tc-99m pentetate, diagnostic, per study dose, up to 25 millicuries",0
"[""HCPCS 'A' Codes (702)""]","Transportation Services Including Ambulance, Medical & Surgical Supplies",A9540,"Technetium tc-99m macroaggregated albumin, diagnostic, per study dose, up to 10 millicuries",0
"[""HCPCS 'A' Codes (702)""]","Transportation Services Including Ambulance, Medical & Surgical Supplies",A9541,"Technetium tc-99m sulfur colloid, diagnostic, per study dose, up to 20 millicuries",0
"[""HCPCS 'A' Codes (702)""]","Transportation Services Including Ambulance, Medical & Surgical Supplies",A9542,"Indium in-111 ibritumomab tiuxetan, diagnostic, per study dose, up to 5 millicuries",0
"[""HCPCS 'A' Codes (702)""]","Transportation Services Including Ambulance, Medical & Surgical Supplies",A9543,"Yttrium y-90 ibritumomab tiuxetan, therapeutic, per treatment dose, up to 40 millicuries",0
"[""HCPCS 'A' Codes (702)""]","Transportation Services Including Ambulance, Medical & Surgical Supplies",A9544,"Iodine i-131 tositumomab, diagnostic, per study dose                                                                            
Terminated December 31, 2016.",0
"[""HCPCS 'A' Codes (702)""]","Transportation Services Including Ambulance, Medical & Surgical Supplies",A9545,"Iodine i-131 tositumomab, therapeutic, per treatment dose                                                                            
Terminated December 31, 2016.",0
"[""HCPCS 'A' Codes (702)""]","Transportation Services Including Ambulance, Medical & Surgical Supplies",A9546,"Cobalt co-57/58, cyanocobalamin, diagnostic, per study dose, up to 1 microcurie",0
"[""HCPCS 'A' Codes (702)""]","Transportation Services Including Ambulance, Medical & Surgical Supplies",A9547,"Indium in-111 oxyquinoline, diagnostic, per 0.5 millicurie",0
"[""HCPCS 'A' Codes (702)""]","Transportation Services Including Ambulance, Medical & Surgical Supplies",A9548,"Indium in-111 pentetate, diagnostic, per 0.5 millicurie",0
"[""HCPCS 'A' Codes (702)""]","Transportation Services Including Ambulance, Medical & Surgical Supplies",A9550,"Technetium tc-99m sodium gluceptate, diagnostic, per study dose, up to 25 millicurie",0
"[""HCPCS 'A' Codes (702)""]","Transportation Services Including Ambulance, Medical & Surgical Supplies",A9551,"Technetium tc-99m succimer, diagnostic, per study dose, up to 10 millicuries",0
"[""HCPCS 'A' Codes (702)""]","Transportation Services Including Ambulance, Medical & Surgical Supplies",A9552,"Fluorodeoxyglucose f-18 fdg, diagnostic, per study dose, up to 45 millicuries",0
"[""HCPCS 'A' Codes (702)""]","Transportation Services Including Ambulance, Medical & Surgical Supplies",A9553,"Chromium cr-51 sodium chromate, diagnostic, per study dose, up to 250 microcuries",0
"[""HCPCS 'A' Codes (702)""]","Transportation Services Including Ambulance, Medical & Surgical Supplies",A9554,"Iodine i-125 sodium iothalamate, diagnostic, per study dose, up to 10 microcuries",0
"[""HCPCS 'A' Codes (702)""]","Transportation Services Including Ambulance, Medical & Surgical Supplies",A9555,"Rubidium rb-82, diagnostic, per study dose, up to 60 millicuries",0
"[""HCPCS 'A' Codes (702)""]","Transportation Services Including Ambulance, Medical & Surgical Supplies",A9556,"Gallium ga-67 citrate, diagnostic, per millicurie",0
"[""HCPCS 'A' Codes (702)""]","Transportation Services Including Ambulance, Medical & Surgical Supplies",A9557,"Technetium tc-99m bicisate, diagnostic, per study dose, up to 25 millicuries",0
"[""HCPCS 'A' Codes (702)""]","Transportation Services Including Ambulance, Medical & Surgical Supplies",A9558,"Xenon xe-133 gas, diagnostic, per 10 millicuries",0
"[""HCPCS 'A' Codes (702)""]","Transportation Services Including Ambulance, Medical & Surgical Supplies",A9559,"Cobalt co-57 cyanocobalamin, oral, diagnostic, per study dose, up to 1 microcurie",0
"[""HCPCS 'A' Codes (702)""]","Transportation Services Including Ambulance, Medical & Surgical Supplies",A9560,"Technetium tc-99m labeled red blood cells, diagnostic, per study dose, up to 30 millicuries",0
"[""HCPCS 'A' Codes (702)""]","Transportation Services Including Ambulance, Medical & Surgical Supplies",A9561,"Technetium tc-99m oxidronate, diagnostic, per study dose, up to 30 millicuries",0
"[""HCPCS 'A' Codes (702)""]","Transportation Services Including Ambulance, Medical & Surgical Supplies",A9562,"Technetium tc-99m mertiatide, diagnostic, per study dose, up to 15 millicuries",0
"[""HCPCS 'A' Codes (702)""]","Transportation Services Including Ambulance, Medical & Surgical Supplies",A9563,"Sodium phosphate p-32, therapeutic, per millicurie",0
"[""HCPCS 'A' Codes (702)""]","Transportation Services Including Ambulance, Medical & Surgical Supplies",A9564,"Chromic phosphate p-32 suspension, therapeutic, per millicurie",0
"[""HCPCS 'A' Codes (702)""]","Transportation Services Including Ambulance, Medical & Surgical Supplies",A9566,"Technetium tc-99m fanolesomab, diagnostic, per study dose, up to 25 millicuries",0
"[""HCPCS 'A' Codes (702)""]","Transportation Services Including Ambulance, Medical & Surgical Supplies",A9567,"Technetium tc-99m pentetate, diagnostic, aerosol, per study dose, up to 75 millicuries",0
"[""HCPCS 'A' Codes (702)""]","Transportation Services Including Ambulance, Medical & Surgical Supplies",A9568,"Technetium tc-99m arcitumomab, diagnostic, per study dose, up to 45 millicuries",0
"[""HCPCS 'A' Codes (702)""]","Transportation Services Including Ambulance, Medical & Surgical Supplies",A9569,"Technetium tc-99m exametazime labeled autologous white blood cells, diagnostic, per study dose",0
"[""HCPCS 'A' Codes (702)""]","Transportation Services Including Ambulance, Medical & Surgical Supplies",A9570,"Indium in-111 labeled autologous white blood cells, diagnostic, per study dose",0
"[""HCPCS 'A' Codes (702)""]","Transportation Services Including Ambulance, Medical & Surgical Supplies",A9571,"Indium in-111 labeled autologous platelets, diagnostic, per study dose",0
"[""HCPCS 'A' Codes (702)""]","Transportation Services Including Ambulance, Medical & Surgical Supplies",A9572,"Indium in-111 pentetreotide, diagnostic, per study dose, up to 6 millicuries",0
"[""HCPCS 'A' Codes (702)""]","Transportation Services Including Ambulance, Medical & Surgical Supplies",A9574,"Air polymer-type a intrauterine foam, 0.1 ml",0
"[""HCPCS 'A' Codes (702)""]","Transportation Services Including Ambulance, Medical & Surgical Supplies",A9575,"Injection, gadoterate meglumine, 0.1 ml",0
"[""HCPCS 'A' Codes (702)""]","Transportation Services Including Ambulance, Medical & Surgical Supplies",A9576,"Injection, gadoteridol, (prohance multipack), per ml",0
"[""HCPCS 'A' Codes (702)""]","Transportation Services Including Ambulance, Medical & Surgical Supplies",A9577,"Injection, gadobenate dimeglumine (multihance), per ml",0
"[""HCPCS 'A' Codes (702)""]","Transportation Services Including Ambulance, Medical & Surgical Supplies",A9578,"Injection, gadobenate dimeglumine (multihance multipack), per ml",0
"[""HCPCS 'A' Codes (702)""]","Transportation Services Including Ambulance, Medical & Surgical Supplies",A9579,"Injection, gadolinium-based magnetic resonance contrast agent, not otherwise specified (nos), per ml",0
"[""HCPCS 'A' Codes (702)""]","Transportation Services Including Ambulance, Medical & Surgical Supplies",A9580,"Sodium fluoride f-18, diagnostic, per study dose, up to 30 millicuries",0
"[""HCPCS 'A' Codes (702)""]","Transportation Services Including Ambulance, Medical & Surgical Supplies",A9581,"Injection, gadoxetate disodium, 1 ml",0
"[""HCPCS 'A' Codes (702)""]","Transportation Services Including Ambulance, Medical & Surgical Supplies",A9582,"Iodine i-123 iobenguane, diagnostic, per study dose, up to 15 millicuries",0
"[""HCPCS 'A' Codes (702)""]","Transportation Services Including Ambulance, Medical & Surgical Supplies",A9583,"Injection, gadofosveset trisodium, 1 ml",0
"[""HCPCS 'A' Codes (702)""]","Transportation Services Including Ambulance, Medical & Surgical Supplies",A9584,"Iodine 1-123 ioflupane, diagnostic, per study dose, up to 5 millicuries",0
"[""HCPCS 'A' Codes (702)""]","Transportation Services Including Ambulance, Medical & Surgical Supplies",A9585,"Injection, gadobutrol, 0.1 ml",0
"[""HCPCS 'A' Codes (702)""]","Transportation Services Including Ambulance, Medical & Surgical Supplies",A9586,"Florbetapir f18, diagnostic, per study dose, up to 10 millicuries",0
"[""HCPCS 'A' Codes (702)""]","Transportation Services Including Ambulance, Medical & Surgical Supplies",A9587,"Gallium ga-68, dotatate, diagnostic, 0.1 millicurie",0
"[""HCPCS 'A' Codes (702)""]","Transportation Services Including Ambulance, Medical & Surgical Supplies",A9588,"Fluciclovine f-18, diagnostic, 1 millicurie",0
"[""HCPCS 'A' Codes (702)""]","Transportation Services Including Ambulance, Medical & Surgical Supplies",A9589,"Instillation, hexaminolevulinate hydrochloride, 100 mg",0
"[""HCPCS 'A' Codes (702)""]","Transportation Services Including Ambulance, Medical & Surgical Supplies",A9590,"Iodine i-131, iobenguane, 1 millicurie",0
"[""HCPCS 'A' Codes (702)""]","Transportation Services Including Ambulance, Medical & Surgical Supplies",A9591,"Fluoroestradiol f 18, diagnostic, 1 millicurie",0
"[""HCPCS 'A' Codes (702)""]","Transportation Services Including Ambulance, Medical & Surgical Supplies",A9592,"Copper cu-64, dotatate, diagnostic, 1 millicurie",0
"[""HCPCS 'A' Codes (702)""]","Transportation Services Including Ambulance, Medical & Surgical Supplies",A9593,"Gallium ga-68 psma-11, diagnostic, (ucsf), 1 millicurie",0
"[""HCPCS 'A' Codes (702)""]","Transportation Services Including Ambulance, Medical & Surgical Supplies",A9594,"Gallium ga-68 psma-11, diagnostic, (ucla), 1 millicurie",0
"[""HCPCS 'A' Codes (702)""]","Transportation Services Including Ambulance, Medical & Surgical Supplies",A9595,"Piflufolastat f-18, diagnostic, 1 millicurie",0
"[""HCPCS 'A' Codes (702)""]","Transportation Services Including Ambulance, Medical & Surgical Supplies",A9597,"Positron emission tomography radiopharmaceutical, diagnostic, for tumor identification, not otherwise classified",0
"[""HCPCS 'A' Codes (702)""]","Transportation Services Including Ambulance, Medical & Surgical Supplies",A9598,"Positron emission tomography radiopharmaceutical, diagnostic, for non-tumor identification, not otherwise classified",0
"[""HCPCS 'A' Codes (702)""]","Transportation Services Including Ambulance, Medical & Surgical Supplies",A9599,"Radiopharmaceutical, diagnostic, for beta-amyloid positron emission tomography (pet) imaging, per study dose, not otherwise specified                                                                            
Terminated December 31, 2017.",0
"[""HCPCS 'A' Codes (702)""]","Transportation Services Including Ambulance, Medical & Surgical Supplies",A9600,"Strontium sr-89 chloride, therapeutic, per millicurie",0
"[""HCPCS 'A' Codes (702)""]","Transportation Services Including Ambulance, Medical & Surgical Supplies",A9604,"Samarium sm-153 lexidronam, therapeutic, per treatment dose, up to 150 millicuries",0
"[""HCPCS 'A' Codes (702)""]","Transportation Services Including Ambulance, Medical & Surgical Supplies",A9606,"Radium ra-223 dichloride, therapeutic, per microcurie",0
"[""HCPCS 'A' Codes (702)""]","Transportation Services Including Ambulance, Medical & Surgical Supplies",A9698,"Non-radioactive contrast imaging material, not otherwise classified, per study",0
"[""HCPCS 'A' Codes (702)""]","Transportation Services Including Ambulance, Medical & Surgical Supplies",A9699,"Radiopharmaceutical, therapeutic, not otherwise classified",0
"[""HCPCS 'A' Codes (702)""]","Transportation Services Including Ambulance, Medical & Surgical Supplies",A9700,"Supply of injectable contrast material for use in echocardiography, per study",0
"[""HCPCS 'A' Codes (702)""]","Transportation Services Including Ambulance, Medical & Surgical Supplies",A9900,"Miscellaneous dme supply, accessory, and/or service component of another hcpcs code",0
"[""HCPCS 'A' Codes (702)""]","Transportation Services Including Ambulance, Medical & Surgical Supplies",A9901,"Dme delivery, set up, and/or dispensing service component of another hcpcs code",0
"[""HCPCS 'A' Codes (702)""]","Transportation Services Including Ambulance, Medical & Surgical Supplies",A9999,"Miscellaneous dme supply or accessory, not otherwise specified",0
